Loan-ID,Gender,Married,Dependents,Education,Self_Employed,ApplicationIncome,CoapplicationIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property Area,Loan Status
2168,Male,No,0,Graduate,No,5124,0,124,,,Rural,N
2169,Male,Yes,1,Graduate,No,6325,0,175,360,1,Semiurban,Y
2170,Male,Yes,0,Graduate,No,19730,5266,57,360,1,Rural,N
2171,Female,No,0,Graduate,Yes,15759,0,55,360,1,Semiurban,Y
2172,Male,Yes,2,Graduate,No,5185,0,155,360,1,Semiurban,Y
2272,Male,Yes,2,Graduate,Yes,9323,7873,38,300,1,Rural,Y
2273,Male,No,1,Graduate,No,3062,1987,111,180,,Urban,N
2274,Female,No,0,Graduate,No,2764,1459,11,360,1,Urban,Y
2275,Male,Yes,0,Graduate,No,4817,923,12,180,1,Urban,Y
2276,Male,Yes,3+,Graduate,No,8750,4996,13,360,1,Rural,Y
2277,Male,Yes,0,Graduate,No,4310,0,13,360,1,Semiurban,Y
2278,Male,No,0,Graduate,No,3069,0,71,480,1,Urban,N
2280,Male,Yes,2,Graduate,No,5391,0,13,360,1,Urban,Y
2281,Male,Yes,0,Graduate,No,3333,2500,128,360,1,Semiurban,Y
2282,Male,No,0,Graduate,No,5941,4232,296,360,1,Semiurban,Y
2283,Female,No,0,Graduate,No,6000,0,156,360,1,Urban,Y
2284,Male,No,0,Graduate,Yes,7167,0,128,360,1,Urban,Y
2285,Male,Yes,2,Graduate,No,4566,0,1,360,1,Urban,N
2286,Male,No,1,Graduate,No,3667,0,113,180,1,Urban,Y
2287,Male,No,0,Not Graduate,No,2346,1600,132,360,1,Semiurban,Y
2288,Male,Yes,0,Not Graduate,No,3010,3136,,360,,Urban,N
2289,Male,Yes,0,Graduate,No,2333,2417,136,360,1,Urban,Y
2290,Male,Yes,0,Graduate,No,5488,0,125,360,1,Rural,Y
2291,Male,No,3+,Graduate,No,9167,0,185,360,1,Rural,Y
2292,Male,Yes,3+,Graduate,No,9504,0,275,360,1,Rural,Y
2293,Male,Yes,0,Graduate,No,2583,2115,12,360,1,Urban,Y
2294,Male,Yes,2,Not Graduate,No,1993,1625,113,180,1,Semiurban,Y
2295,Male,Yes,2,Graduate,No,3100,1400,113,360,1,Urban,Y
2296,Male,Yes,2,Graduate,No,3276,484,135,360,1,Semiurban,Y
2297,Female,No,0,Graduate,No,3180,0,71,360,,Urban,N
2298,Male,Yes,0,Graduate,No,3033,1459,95,360,1,Urban,Y
2299,Male,No,0,Not Graduate,No,3902,1666,19,360,1,Rural,Y
2200,Female,No,0,Graduate,No,1500,1800,13,360,,Semiurban,N
2201,Male,Yes,2,Not Graduate,No,2889,0,45,180,,Urban,N
2202,Male,No,0,Not Graduate,No,2755,0,65,300,1,Rural,N
2203,Male,No,0,Graduate,No,2500,20000,13,360,1,Semiurban,Y
2304,Female,No,0,Not Graduate,No,1963,0,53,360,1,Semiurban,Y
2305,Female,No,0,Graduate,Yes,7441,0,194,360,1,Rural,N
2306,Female,No,0,Graduate,No,4547,0,115,360,1,Semiurban,Y
2307,Male,Yes,0,Not Graduate,No,2167,2400,115,360,1,Urban,Y
2308,Female,No,0,Not Graduate,No,2213,0,66,360,1,Rural,Y
2309,Male,Yes,1,Graduate,No,8300,0,152,300,,Semiurban,N
2310,Male,Yes,3+,Graduate,No,81000,0,36,360,,Rural,N
2311,Female,No,1,Not Graduate,Yes,3867,0,62,360,1,Semiurban,N
2312,Male,Yes,0,Graduate,No,6256,0,16,360,1,Urban,Y
2313,Male,Yes,0,Not Graduate,No,6096,0,218,360,,Rural,N
2314,Male,Yes,0,Not Graduate,No,2253,2033,11,360,1,Rural,Y
2315,Female,Yes,0,Not Graduate,No,2149,3237,178,360,,Semiurban,N
2316,Female,No,0,Graduate,No,2995,0,6,360,1,Urban,Y
2317,Female,No,1,Graduate,No,2600,0,16,360,1,Urban,N
2318,Male,Yes,2,Graduate,Yes,1600,20000,239,360,1,Urban,N
2319,Male,Yes,0,Graduate,No,1025,2773,112,360,1,Rural,Y
2320,Male,Yes,0,Graduate,No,3246,1417,138,360,1,Semiurban,Y
2321,Male,Yes,0,Graduate,No,5829,0,138,360,1,Rural,Y
2322,Female,No,0,Not Graduate,No,2720,0,8,,,Urban,N
2323,Male,Yes,0,Graduate,No,1820,1719,1,360,1,Urban,Y
2324,Male,Yes,1,Graduate,No,7250,1667,11,,,Urban,N
2325,Male,Yes,0,Graduate,No,14880,0,96,360,1,Semiurban,Y
2326,Male,Yes,0,Graduate,No,2666,4300,121,360,1,Rural,Y
2327,Female,No,1,Not Graduate,No,4606,0,81,360,1,Rural,N
2328,Male,Yes,2,Graduate,No,5935,0,133,360,1,Semiurban,Y
2329,Male,Yes,0,Graduate,No,2920,16.12000084,87,360,1,Rural,Y
2330,Male,No,0,Not Graduate,No,2717,0,6,180,1,Urban,Y
2331,Female,No,1,Graduate,Yes,8624,0,15,360,1,Semiurban,Y
2332,Male,No,0,Graduate,No,6500,0,15,360,,Rural,N
2333,Male,No,0,Graduate,No,12876,0,45,360,1,Semiurban,Y
2334,Male,Yes,0,Graduate,No,2425,2340,143,360,1,Semiurban,Y
2335,Male,No,0,Graduate,No,3750,0,1,360,1,Urban,Y
2336,Female,No,1,Graduate,No,10047,0,,240,1,Semiurban,Y
2337,Male,No,0,Graduate,No,1926,1851,5,360,1,Semiurban,Y
2438,Male,Yes,0,Graduate,No,2213,1125,,360,1,Urban,Y
2439,Male,No,0,Graduate,Yes,10416,0,187,360,,Urban,N
2440,Female,Yes,0,Not Graduate,Yes,7142,0,138,360,1,Rural,Y
2441,Male,No,0,Graduate,No,3660,5064,187,360,1,Semiurban,Y
2442,Male,Yes,0,Graduate,No,7901,1833,18,360,1,Rural,Y
2443,Male,No,3+,Not Graduate,No,4707,1993,148,360,1,Semiurban,Y
2444,Male,No,1,Graduate,No,37719,0,152,360,1,Semiurban,Y
2445,Male,Yes,0,Graduate,No,7333,8333,175,300,1,Rural,Y
2446,Male,Yes,1,Graduate,Yes,3466,1210,13,360,1,Rural,Y
2447,Male,Yes,2,Not Graduate,No,4652,0,11,360,1,Rural,Y
2448,Male,Yes,0,Graduate,No,3539,1376,55,360,1,Rural,N
2449,Male,Yes,2,Graduate,No,3340,1710,15,360,,Rural,N
2450,Male,No,1,Not Graduate,Yes,2769,1542,19,360,1,Semiurban,N
2451,Male,Yes,2,Not Graduate,No,2309,1255,125,360,,Rural,N
2452,Male,Yes,2,Not Graduate,No,1958,1456,6,300,1,Urban,Y
2453,Male,Yes,0,Graduate,No,3948,1733,149,360,,Rural,N
2454,Male,Yes,0,Graduate,No,2483,2466,9,180,,Rural,Y
2455,Male,No,0,Graduate,Yes,7085,0,84,360,1,Semiurban,Y
2456,Male,Yes,2,Graduate,No,3859,0,96,360,1,Semiurban,Y
2457,Male,Yes,0,Graduate,No,4301,0,118,360,1,Urban,Y
2458,Male,Yes,0,Graduate,No,3708,2569,173,360,1,Urban,N
2459,Male,No,2,Graduate,No,4354,0,136,360,1,Rural,Y
2460,Male,Yes,0,Graduate,No,8334,0,16,360,1,Semiurban,N
2461,Female,Yes,0,Graduate,Yes,2083,4083,16,360,1,Semiurban,Y
2462,Male,Yes,3+,Graduate,No,7740,0,128,180,1,Urban,Y
2463,Male,Yes,0,Graduate,No,3015,2188,153,360,1,Rural,Y
2464,Female,No,1,Not Graduate,No,5191,0,132,360,1,Semiurban,Y
2465,Male,No,0,Graduate,No,4166,0,98,360,,Semiurban,N
2466,Male,No,0,Graduate,No,6000,0,14,360,1,Rural,Y
2567,Male,Yes,3+,Not Graduate,No,2947,1664,7,180,,Urban,N
2568,Female,Yes,0,Graduate,No,16692,0,11,360,1,Semiurban,Y
2569,Female,Yes,2,Not Graduate,No,210,2917,98,360,1,Semiurban,Y
2570,Male,Yes,0,Graduate,No,4333,2451,11,360,1,Urban,N
2571,Male,Yes,1,Graduate,Yes,3450,2079,162,360,1,Semiurban,Y
2572,Male,Yes,1,Not Graduate,No,2653,1500,113,180,,Rural,N
2573,Male,Yes,3+,Graduate,No,4691,0,1,360,1,Semiurban,Y
2574,Female,No,0,Graduate,Yes,2500,0,93,360,1,Urban,Y
2575,Male,No,2,Graduate,No,5532,4648,162,360,1,Rural,Y
2576,Male,Yes,2,Graduate,Yes,16525,1014,15,360,1,Rural,Y
2577,Male,Yes,2,Graduate,No,6700,1750,23,300,1,Semiurban,Y
2578,Female,Yes,2,Graduate,No,2873,1872,132,360,,Semiurban,N
2579,Male,Yes,1,Graduate,Yes,16667,2250,86,360,1,Semiurban,Y
2580,Male,Yes,2,Graduate,No,2947,1603,,360,1,Urban,N
2581,Female,No,0,Not Graduate,No,4350,0,154,360,1,Rural,Y
2582,Male,Yes,3+,Not Graduate,No,3095,0,113,360,1,Rural,Y
2583,Male,Yes,0,Graduate,No,2083,3150,128,360,1,Semiurban,Y
2584,Male,Yes,0,Graduate,No,10833,0,234,360,1,Semiurban,Y
2585,Male,Yes,2,Graduate,No,8333,0,246,360,1,Semiurban,Y
2586,Male,Yes,1,Not Graduate,No,1958,2436,131,360,1,Rural,Y
2587,Male,No,2,Graduate,No,3547,0,8,360,,Rural,N
2588,Male,Yes,1,Graduate,No,18333,0,5,360,1,Urban,N
2589,Male,Yes,2,Graduate,Yes,4583,2083,16,360,1,Semiurban,Y
2590,Male,No,0,Graduate,No,2435,0,75,360,1,Urban,N
2591,Male,No,0,Not Graduate,No,2699,2785,96,360,1,Semiurban,Y
2592,Male,Yes,1,Not Graduate,No,5333,1131,186,360,1,Urban,Y
2593,Male,No,0,Not Graduate,No,3691,0,11,360,1,Rural,Y
2594,Female,No,0,Not Graduate,Yes,17263,0,225,360,1,Semiurban,Y
2595,Male,Yes,0,Graduate,No,3597,2157,119,360,,Rural,N
2596,Female,Yes,1,Graduate,No,3326,913,15,84,1,Semiurban,Y
2597,Male,Yes,0,Not Graduate,No,2600,1700,17,360,1,Rural,Y
2598,Male,Yes,0,Graduate,No,4625,2857,111,120,1,Urban,Y
2699,Male,Yes,1,Graduate,Yes,2895,0,95,360,1,Semiurban,Y
2600,Male,No,0,Graduate,No,6283,4416,29,360,,Rural,N
2601,Female,No,0,Graduate,No,645,3683,113,480,1,Rural,Y
2602,Female,No,0,Graduate,No,3159,0,1,360,1,Semiurban,Y
2603,Male,Yes,2,Graduate,No,4865,5624,28,360,1,Semiurban,Y
2604,Male,Yes,1,Not Graduate,No,4050,5302,138,360,1,Rural,N
2605,Male,Yes,0,Not Graduate,No,3814,1483,124,300,1,Semiurban,Y
2606,Male,Yes,2,Graduate,No,3510,4416,243,360,1,Rural,Y
2607,Male,Yes,0,Graduate,No,20833,6667,48,360,1,Urban,Y
2608,Female,No,0,Graduate,No,3583,0,96,360,1,Urban,N
2609,Male,Yes,0,Graduate,Yes,2479,3013,188,360,1,Urban,Y
2610,Female,No,1,Graduate,No,13262,0,4,360,1,Urban,Y
2611,Male,No,0,Not Graduate,No,3598,1287,1,360,1,Rural,N
2612,Male,Yes,1,Graduate,No,6065,2004,25,360,1,Semiurban,Y
2613,Male,Yes,2,Graduate,No,3283,2035,148,360,1,Urban,Y
2614,Male,Yes,0,Graduate,No,2130,6666,7,180,1,Semiurban,N
2615,Male,No,0,Graduate,No,5815,3666,311,360,1,Rural,N
2616,Male,Yes,3+,Graduate,No,3466,3428,15,360,1,Rural,Y
2617,Female,Yes,2,Graduate,No,2031,1632,113,480,1,Semiurban,Y
2618,Male,Yes,1,Not Graduate,No,3074,1800,123,360,,Semiurban,N
2619,Male,No,0,Graduate,No,4683,1915,185,360,1,Semiurban,N
2620,Female,No,0,Not Graduate,No,3400,0,95,360,1,Rural,N
2621,Male,Yes,2,Not Graduate,No,2192,1742,45,360,1,Semiurban,Y
2622,Male,No,0,Graduate,No,2500,0,55,360,1,Semiurban,Y
2623,Male,Yes,3+,Graduate,Yes,5677,1424,1,360,1,Rural,Y
2624,Male,Yes,2,Graduate,Yes,7948,7166,48,360,1,Rural,Y
2625,Male,No,0,Graduate,No,4680,2087,,360,1,Semiurban,N
2626,Male,Yes,2,Graduate,Yes,17500,0,4,360,1,Rural,Y
2727,Male,Yes,0,Graduate,No,3775,0,11,360,1,Semiurban,Y
2728,Male,Yes,1,Not Graduate,No,5285,1430,161,360,,Semiurban,Y
2729,Male,No,1,Not Graduate,No,2679,1302,94,360,1,Semiurban,Y
2730,Male,No,0,Not Graduate,No,6783,0,13,360,1,Semiurban,Y
2731,Male,Yes,0,Graduate,No,1025,5500,216,360,1,Rural,Y
2732,Male,Yes,3+,Graduate,No,4281,0,1,360,1,Urban,Y
2733,Male,No,2,Graduate,No,3588,0,11,360,,Rural,N
2734,Male,No,1,Graduate,No,11250,0,196,360,1,Semiurban,N
2735,Female,No,0,Not Graduate,Yes,18165,0,125,360,1,Urban,Y
2736,Male,No,0,Not Graduate,No,2550,2042,126,360,1,Rural,Y
2737,Male,Yes,0,Graduate,No,6133,3906,324,360,1,Urban,Y
2738,Male,No,2,Graduate,No,3617,0,17,360,1,Semiurban,Y
2739,Male,Yes,0,Not Graduate,No,2917,536,66,360,1,Rural,N
2740,Male,Yes,3+,Graduate,No,6417,0,157,180,1,Rural,Y
2741,Female,Yes,1,Graduate,No,4608,2845,14,180,1,Semiurban,Y
2742,Female,No,0,Graduate,No,2138,0,99,360,,Semiurban,N
2743,Female,No,1,Graduate,No,3652,0,95,360,1,Semiurban,Y
2744,Male,Yes,1,Not Graduate,No,2239,2524,128,360,1,Urban,Y
2745,Female,Yes,0,Not Graduate,No,3017,663,12,360,1,Semiurban,Y
2746,Male,Yes,0,Graduate,No,2768,1950,155,360,1,Rural,Y
2747,Male,No,0,Not Graduate,No,3358,0,8,360,1,Semiurban,N
2748,Male,No,0,Graduate,No,2526,1783,145,360,1,Rural,Y
2749,Female,No,0,Graduate,No,5000,0,13,360,,Semiurban,N
2750,Male,Yes,0,Graduate,No,2785,2016,11,360,1,Rural,Y
2751,Male,Yes,2,Graduate,Yes,6633,0,,360,,Rural,N
2752,Male,Yes,1,Not Graduate,No,2492,2375,,360,1,Rural,Y
2753,Male,Yes,1,Graduate,No,3333,3250,158,360,1,Urban,Y
2754,Male,Yes,0,Not Graduate,No,2454,2333,181,360,,Urban,N
2755,Male,Yes,0,Graduate,No,3593,4266,132,180,,Rural,N
2756,Male,Yes,1,Graduate,No,5468,1032,26,360,1,Semiurban,Y
2757,Female,No,0,Graduate,No,2667,1625,84,360,1,Urban,Y
2758,Male,Yes,3+,Graduate,Yes,10139,0,26,360,1,Semiurban,Y
2759,Male,Yes,0,Graduate,No,3887,2669,162,360,1,Semiurban,Y
2860,Female,Yes,0,Graduate,No,4180,2306,182,360,1,Semiurban,Y
2861,Male,Yes,2,Not Graduate,No,3675,242,18,360,1,Semiurban,Y
2862,Female,Yes,1,Graduate,Yes,19484,0,6,360,1,Semiurban,Y
2863,Male,Yes,0,Graduate,No,5923,2054,211,360,1,Rural,Y
2864,Male,No,0,Not Graduate,Yes,5800,0,132,360,1,Semiurban,Y
2865,Male,Yes,2,Graduate,No,8799,0,258,360,,Urban,N
2866,Male,Yes,0,Not Graduate,No,4467,0,12,360,1,Rural,Y
2867,Male,No,0,Graduate,No,3333,0,7,360,1,Urban,Y
2868,Male,Yes,3+,Graduate,No,3400,2500,123,360,,Rural,N
2869,Female,No,0,Graduate,No,2378,0,9,360,1,Urban,N
2870,Male,Yes,0,Graduate,No,3166,2064,14,360,,Urban,N
2871,Male,Yes,1,Graduate,No,3417,1750,186,360,1,Urban,Y
2872,Male,Yes,1,Graduate,No,5116,1451,165,360,,Urban,N
2873,Male,Yes,2,Graduate,No,16666,0,275,360,1,Urban,Y
2874,Male,Yes,2,Not Graduate,No,6125,1625,187,480,1,Semiurban,N
2875,Male,Yes,3+,Graduate,No,6406,0,15,360,1,Semiurban,N
2876,Male,Yes,2,Graduate,No,3159,461,18,84,1,Urban,Y
2877,Female,Yes,0,Graduate,No,3087,2210,136,360,,Semiurban,N
2878,Male,No,0,Graduate,No,3229,2739,11,360,1,Urban,Y
2879,Male,Yes,1,Graduate,No,1782,2232,17,360,1,Rural,Y
2880,Male,No,0,Graduate,No,3182,2917,161,360,1,Urban,Y
2881,Male,Yes,2,Graduate,No,6540,0,25,360,1,Semiurban,Y
2882,Male,No,0,Graduate,No,1836,33837,9,360,1,Urban,N
2883,Female,Yes,0,Graduate,No,3166,0,36,360,1,Semiurban,Y
2884,Male,Yes,1,Graduate,No,1880,0,61,360,1,Rural,N
2985,Male,Yes,1,Graduate,No,2787,1917,146,360,,Rural,N
2986,Male,Yes,1,Graduate,No,4283,3000,172,84,1,Rural,N
2987,Male,Yes,0,Graduate,No,2297,1522,14,360,1,Urban,Y
2988,Female,No,0,Not Graduate,No,2165,0,7,360,1,Semiurban,Y
2989,Female,No,0,Graduate,No,4750,0,94,360,1,Semiurban,Y
2990,Male,Yes,2,Graduate,Yes,2726,0,16,360,,Semiurban,N
2991,Male,Yes,0,Graduate,No,3000,3416,56,180,1,Semiurban,Y
2992,Male,Yes,2,Graduate,Yes,6000,0,25,240,1,Semiurban,N
2993,Female,No,3+,Graduate,Yes,9357,0,292,360,1,Semiurban,Y
2994,Male,Yes,0,Graduate,No,3859,3300,142,180,1,Rural,Y
2995,Male,Yes,0,Graduate,Yes,16120,0,26,360,1,Urban,Y
2996,Male,No,0,Not Graduate,No,3833,0,11,360,1,Rural,Y
2997,Male,Yes,2,Not Graduate,Yes,6383,1000,187,360,1,Rural,N
2998,Male,No,1,Graduate,No,2987,0,88,360,,Semiurban,N
2999,Male,Yes,0,Graduate,Yes,9963,0,18,360,1,Rural,Y
2900,Male,Yes,2,Graduate,No,5780,0,192,360,1,Urban,Y
2901,Female,No,3+,Graduate,No,416,41667,35,180,1,Urban,N
2902,Male,Yes,0,Not Graduate,No,2894,2792,155,360,1,Rural,Y
2903,Male,Yes,3+,Graduate,No,5703,0,128,360,1,Urban,Y
2904,Male,No,0,Graduate,No,3676,4301,172,360,1,Rural,Y
2905,Female,Yes,1,Graduate,No,12000,0,496,360,1,Semiurban,Y
2906,Male,Yes,0,Not Graduate,No,2400,3800,,180,1,Urban,N
2907,Male,Yes,1,Graduate,No,3400,2500,173,360,1,Semiurban,Y
2908,Male,Yes,2,Not Graduate,No,3987,1411,157,360,1,Rural,Y
2909,Male,Yes,0,Graduate,No,3232,1950,18,360,1,Rural,Y
2910,Female,No,0,Graduate,No,2900,0,71,360,1,Rural,Y
2911,Male,Yes,3+,Graduate,No,4106,0,4,180,1,Rural,Y
2912,Male,Yes,1,Graduate,No,8072,240,253,360,1,Urban,Y
2913,Male,Yes,2,Graduate,No,7583,0,187,360,1,Urban,Y
2914,Female,No,0,Graduate,Yes,4583,0,133,360,,Semiurban,N
2915,Male,Yes,0,Graduate,No,5720,0,11,360,1,Urban,Y
3016,Male,Yes,1,Graduate,No,3076,1500,126,360,1,Urban,N
3017,Male,Yes,2,Graduate,No,5000,1800,28,360,1,Urban,Y
3018,Male,Yes,2,Graduate,No,2340,2546,1,360,1,Urban,Y
3019,Male,No,0,Not Graduate,No,3276,0,78,360,1,Urban,Y
3020,Male,Yes,0,Not Graduate,Yes,2165,3422,152,360,1,Urban,Y
3021,Female,No,1,Not Graduate,No,2226,0,59,360,1,Semiurban,Y
3022,Male,Yes,2,Not Graduate,No,3881,0,147,360,,Rural,N
3023,Male,Yes,2,Graduate,No,13633,0,28,240,1,Urban,Y
3024,Male,No,0,Not Graduate,No,2400,2400,123,360,1,Semiurban,N
3025,Male,No,0,Not Graduate,No,3091,0,9,360,1,Urban,Y
3026,Male,Yes,1,Graduate,No,2185,1516,162,360,1,Semiurban,Y
3027,Male,No,3+,Graduate,No,4166,0,4,180,1,Urban,Y
3028,Male,Yes,2,Graduate,No,12173,0,166,360,,Semiurban,N
3029,Female,No,0,Graduate,No,4666,0,124,360,1,Semiurban,Y
3030,Male,No,1,Graduate,No,5667,0,131,360,1,Urban,Y
3031,Male,Yes,2,Graduate,No,4583,2916,2,360,1,Urban,Y
3032,Male,Yes,3+,Graduate,No,3786,333,126,360,1,Semiurban,N
3033,Male,Yes,0,Graduate,No,9226,7916,3,360,1,Urban,N
3034,Male,No,0,Graduate,No,1300,3470,1,180,1,Semiurban,Y
3035,Male,Yes,1,Not Graduate,No,1888,1620,48,360,1,Urban,N
3036,Female,No,3+,Not Graduate,No,2083,0,28,180,1,Urban,Y
3037,Female,No,0,Graduate,No,3909,0,11,360,1,Urban,N
3038,Female,No,0,Not Graduate,No,3765,0,125,360,1,Urban,N
3039,Male,Yes,0,Graduate,No,5400,4380,29,360,1,Urban,N
3040,Male,No,0,Graduate,No,0,24000,148,360,,Rural,Y
3041,Male,Yes,2,Graduate,No,4363,1250,14,360,1,Urban,Y
3042,Male,Yes,0,Graduate,No,7500,3750,275,360,1,Urban,Y
3043,Male,Yes,0,Graduate,No,3772,833,57,360,1,Semiurban,N
3044,Male,No,0,Graduate,No,2942,2382,125,180,1,Urban,Y
3045,Female,No,0,Not Graduate,No,2478,0,75,360,1,Semiurban,N
3046,Male,Yes,2,Graduate,No,6250,820,192,360,1,Urban,N
3147,Male,No,0,Graduate,No,3268,1683,152,360,1,Semiurban,N
3148,Male,Yes,0,Graduate,No,2783,2708,158,360,1,Urban,Y
3149,Male,Yes,0,Graduate,No,2740,1541,11,360,1,Urban,N
3150,Male,No,0,Graduate,No,3150,0,176,360,,Semiurban,Y
3151,Male,Yes,2,Graduate,No,7350,4029,185,180,1,Urban,N
3152,Male,Yes,0,Graduate,Yes,2267,2792,9,360,1,Urban,Y
3153,Male,No,0,Graduate,Yes,5833,0,116,360,1,Urban,Y
3154,Male,No,0,Graduate,No,3643,1963,138,360,1,Urban,Y
3155,Male,Yes,0,Graduate,No,5629,818,1,360,1,Urban,N
3156,Female,No,0,Graduate,No,3644,0,11,360,1,Urban,Y
3157,Male,Yes,0,Not Graduate,No,1750,2024,9,360,1,Semiurban,Y
3158,Male,No,0,Graduate,No,6500,2600,2,360,1,Semiurban,Y
3159,Female,No,0,Graduate,No,3666,0,84,360,1,Urban,Y
3160,Male,Yes,0,Graduate,No,4260,3900,185,,1,Urban,Y
3161,Male,Yes,1,Not Graduate,No,4163,1475,162,360,1,Urban,Y
3162,Male,No,0,Not Graduate,No,2356,1902,18,360,1,Semiurban,Y
3163,Male,No,0,Graduate,No,6792,3338,187,,1,Urban,N
3164,Male,Yes,3+,Not Graduate,Yes,8000,250,187,360,1,Semiurban,Y
3165,Male,Yes,1,Graduate,No,2419,1707,124,360,1,Urban,Y
3166,Female,Yes,3+,Not Graduate,No,3500,833,12,360,1,Semiurban,Y
3167,Male,Yes,1,Graduate,No,3500,3077,16,360,1,Semiurban,N
3168,Male,Yes,2,Graduate,No,4116,1000,3,180,1,Urban,N
3169,Male,Yes,0,Not Graduate,Yes,5293,0,92,360,1,Urban,N
3170,Male,No,0,Graduate,No,2750,0,13,360,,Urban,Y
3171,Female,No,0,Not Graduate,No,4402,0,13,360,1,Rural,Y
3172,Male,Yes,2,Graduate,No,3613,3539,134,180,1,Semiurban,N
3173,Female,Yes,2,Graduate,No,2779,3664,176,360,,Semiurban,Y
3174,Male,Yes,3+,Graduate,No,4720,0,9,180,1,Semiurban,Y
3175,Male,Yes,0,Not Graduate,No,2415,1721,11,360,1,Semiurban,Y
3176,Male,Yes,0,Graduate,Yes,7016,292,125,360,1,Urban,Y
3277,Female,No,2,Graduate,No,4968,0,189,360,1,Semiurban,N
3278,Female,No,0,Graduate,No,2101,1500,18,360,,Rural,N
3279,Male,Yes,3+,Not Graduate,No,4490,0,125,360,1,Urban,N
3280,Male,Yes,0,Graduate,No,2917,3583,138,360,1,Semiurban,N
3281,Male,Yes,0,Not Graduate,No,4700,0,135,360,,Semiurban,N
3282,Male,Yes,0,Graduate,No,3445,0,13,360,,Semiurban,Y
3283,Male,Yes,0,Graduate,No,7666,0,187,360,1,Semiurban,Y
3284,Male,Yes,0,Graduate,No,2458,5105,188,360,,Rural,N
3285,Female,No,1,Graduate,No,3250,0,95,360,1,Semiurban,Y
3286,Male,No,0,Graduate,No,4463,0,65,360,1,Semiurban,Y
3287,Male,Yes,1,Graduate,No,4083,1775,139,600,1,Urban,Y
3288,Male,Yes,0,Graduate,Yes,3900,2094,232,360,1,Rural,N
3289,Male,Yes,0,Not Graduate,No,4750,3583,144,360,1,Semiurban,Y
3290,Male,No,0,Graduate,No,3583,3435,155,360,1,Urban,N
3291,Male,Yes,0,Graduate,No,3189,2367,186,360,1,Urban,N
3292,Male,No,0,Graduate,Yes,6356,0,5,360,1,Rural,N
3293,Male,Yes,1,Graduate,No,3413,4053,,360,1,Semiurban,N
3294,Female,Yes,0,Graduate,No,7950,0,185,360,1,Urban,Y
3295,Male,Yes,3+,Graduate,No,3829,1103,163,360,,Urban,Y
3296,Male,Yes,3+,Graduate,No,72529,0,36,360,1,Urban,Y
3297,Male,Yes,2,Not Graduate,No,4136,0,149,480,,Rural,N
3298,Male,Yes,0,Graduate,No,8449,0,257,360,1,Rural,N
3299,Male,Yes,0,Graduate,No,4456,0,131,180,,Semiurban,Y
3200,Male,Yes,2,Graduate,No,4635,8000,12,180,1,Rural,Y
3201,Male,Yes,0,Graduate,No,3571,1917,135,360,1,Urban,Y
3202,Male,No,0,Graduate,No,3066,0,95,360,1,Semiurban,Y
3203,Male,No,2,Not Graduate,No,3235,2015,77,360,1,Semiurban,Y
3204,Female,No,0,Graduate,No,5058,0,2,360,1,Rural,Y
3205,Male,Yes,0,Graduate,Yes,3188,2286,13,360,1,Rural,Y
3206,Male,Yes,3+,Graduate,No,13518,0,39,360,1,Rural,Y
3307,Male,Yes,1,Graduate,No,4364,2500,185,360,1,Semiurban,Y
3308,Male,Yes,2,Not Graduate,No,4766,1646,1,360,1,Semiurban,Y
3309,Male,Yes,1,Graduate,No,4609,2333,123,360,,Semiurban,Y
3310,Female,Yes,3+,Graduate,No,6260,0,11,360,1,Semiurban,N
3311,Male,Yes,1,Graduate,No,3333,4200,256,360,1,Urban,Y
3312,Male,Yes,0,Graduate,No,3500,3250,14,360,1,Semiurban,Y
3313,Male,Yes,3+,Graduate,No,9719,0,61,360,1,Urban,Y
3314,Male,Yes,3+,Graduate,No,6835,0,188,360,1,Semiurban,Y
3315,Male,No,0,Graduate,No,4452,0,131,360,1,Rural,Y
3316,Female,Yes,0,Graduate,No,2262,0,,480,,Semiurban,Y
3317,Male,Yes,1,Graduate,No,3901,0,116,360,1,Urban,Y
3318,Male,Yes,2,Not Graduate,No,2687,0,5,180,1,Rural,Y
3319,Male,No,0,Graduate,No,2243,2233,17,360,1,Semiurban,Y
3320,Female,Yes,0,Graduate,No,3417,1287,2,360,1,Semiurban,Y
3321,Female,No,0,Graduate,No,1596,1760,119,360,,Urban,Y
3322,Male,Yes,3+,Graduate,No,4513,0,12,360,1,Rural,N
3323,Male,Yes,0,Graduate,No,4500,0,14,360,1,Semiurban,N
3324,Male,Yes,0,Not Graduate,No,4523,1350,165,360,1,Urban,Y
3325,Female,No,0,Graduate,Yes,4742,0,18,360,1,Semiurban,Y
3326,Male,Yes,1,Graduate,No,4082,0,93,360,1,Semiurban,Y
3327,Female,No,0,Graduate,No,3417,0,12,360,1,Urban,N
3328,Female,Yes,2,Graduate,No,2922,3396,122,360,1,Semiurban,Y
3329,Male,Yes,0,Graduate,No,4167,4754,16,360,1,Rural,Y
3330,Male,No,3+,Graduate,No,4243,4123,157,360,1,Semiurban,Y
3331,Female,No,0,Not Graduate,No,0,1760,18,360,1,Semiurban,Y
3332,Male,Yes,1,Graduate,No,1516,2900,8,,,Rural,Y
3333,Female,No,0,Graduate,No,1762,2666,14,360,,Urban,N
3334,Male,Yes,2,Graduate,No,724,3510,213,360,,Rural,Y
